[0.031s] Invoking command in '/home/asm/leo_ws/build/leo_description': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/asm/leo_ws/build/leo_description -- -j12 -l12
[0.372s] Invoked command in '/home/asm/leo_ws/build/leo_description' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --build /home/asm/leo_ws/build/leo_description -- -j12 -l12
[0.406s] Invoking command in '/home/asm/leo_ws/build/leo_description': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/asm/leo_ws/build/leo_description
[0.414s] -- Install configuration: ""
[0.415s] -- Execute custom install script
[0.416s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/launch/state_publisher.launch.xml
[0.417s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/Antenna.dae
[0.417s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/Chassis.dae
[0.418s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/Chassis_outline.stl
[0.418s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/Mecanum_wheel_outline.stl
[0.419s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/Rocker.dae
[0.419s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/Rocker_outline.stl
[0.419s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/WheelA.dae
[0.420s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/WheelB.dae
[0.420s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/WheelMecanumA.dae
[0.420s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/WheelMecanumB.dae
[0.420s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/models/Wheel_outline.stl
[0.421s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/urdf/leo.urdf.xacro
[0.421s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/urdf/leo_sim.urdf.xacro
[0.421s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/urdf/macros.xacro
[0.421s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/environment/gz_sim_resource_path.dsv
[0.421s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/ament_index/resource_index/package_run_dependencies/leo_description
[0.422s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/ament_index/resource_index/parent_prefix_path/leo_description
[0.422s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/environment/ament_prefix_path.sh
[0.422s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/environment/ament_prefix_path.dsv
[0.423s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/environment/path.sh
[0.423s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/environment/path.dsv
[0.426s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/local_setup.bash
[0.426s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/local_setup.sh
[0.426s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/local_setup.zsh
[0.426s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/local_setup.dsv
[0.426s] -- Symlinking: /home/asm/leo_ws/install/leo_description/share/leo_description/package.dsv
[0.432s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/ament_index/resource_index/packages/leo_description
[0.433s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/cmake/leo_descriptionConfig.cmake
[0.433s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/cmake/leo_descriptionConfig-version.cmake
[0.434s] -- Up-to-date symlink: /home/asm/leo_ws/install/leo_description/share/leo_description/package.xml
[0.458s] Invoked command in '/home/asm/leo_ws/build/leo_description' returned '0': CMAKE_PREFIX_PATH=/opt/ros/humble /usr/bin/cmake --install /home/asm/leo_ws/build/leo_description
